neighbourhood,crime_type,year,population,crime_count,crime_rate
Beechborough-Greenbrook,Homicide,2020,7130,0,0.0
Beechborough-Greenbrook,Robbery,2014,7130,19,280.7328
Beechborough-Greenbrook,Robbery,2016,7130,18,265.3302
Beechborough-Greenbrook,Robbery,2017,7130,11,160.2798
Beechborough-Greenbrook,Robbery,2018,7130,14,201.1783
Beechborough-Greenbrook,Robbery,2019,7130,12,170.2611
Beechborough-Greenbrook,Robbery,2020,7130,4,56.10098000000001
Beechborough-Greenbrook,Shootings,2015,7130,3,44.41155
Beechborough-Greenbrook,Shootings,2016,7130,0,0.0
Beechborough-Greenbrook,Shootings,2017,7130,1,14.57089
Beechborough-Greenbrook,Shootings,2018,7130,0,0.0
Beechborough-Greenbrook,Shootings,2019,7130,5,70.94211
Beechborough-Greenbrook,Shootings,2020,7130,0,0.0
Beechborough-Greenbrook,Theft Over,2014,7130,2,29.55083
Beechborough-Greenbrook,Theft Over,2015,7130,5,74.01924
Beechborough-Greenbrook,Theft Over,2016,7130,4,58.96227
Beechborough-Greenbrook,Theft Over,2017,7130,2,29.141779999999997
Beechborough-Greenbrook,Theft Over,2018,7130,0,0.0
Beechborough-Greenbrook,Theft Over,2019,7130,3,42.56527
Beechborough-Greenbrook,Theft Over,2020,7130,3,42.07574
Bendale,Assault,2014,32770,197,654.3763
Bendale,Assault,2015,32770,219,718.4803
Bendale,Assault,2016,32770,254,821.5279
Bendale,Assault,2017,32770,267,851.2673
Bendale,Assault,2018,32770,255,801.0303
Bendale,Assault,2019,32770,274,847.6674
Bendale,Assault,2020,32770,216,659.1395
Bendale,Auto Theft,2014,32770,45,149.4768
Bendale,Auto Theft,2015,32770,49,160.7559
Bendale,Auto Theft,2016,32770,47,152.015
Bendale,Auto Theft,2017,32770,33,105.2128
Bendale,Auto Theft,2018,32770,54,169.63
Bendale,Auto Theft,2019,32770,55,170.1522
Bendale,Auto Theft,2020,32770,57,173.9396
Bendale,Break and Enter,2014,32770,97,322.2056
Bendale,Break and Enter,2015,32770,61,200.1247
Bendale,Break and Enter,2016,32770,58,187.593
Bendale,Break and Enter,2017,32770,62,197.6726
Bendale,Break and Enter,2018,32770,52,163.3474
Bendale,Break and Enter,2019,32770,52,160.8712
Bendale,Break and Enter,2020,32770,31,94.59872
Bendale,Homicide,2014,32770,1,3.3217073575817997
Bendale,Homicide,2015,32770,0,0.0
Bendale,Homicide,2016,32770,3,9.703086
Bendale,Homicide,2017,32770,0,0.0
Bendale,Homicide,2018,32770,0,3.141295
Bendale,Homicide,2019,32770,1,3.093677
Bendale,Homicide,2020,32770,1,3.051572
Bendale,Robbery,2014,32770,66,219.2327
Bendale,Robbery,2016,32770,63,203.7648
Bendale,Robbery,2017,32770,83,264.6262
Bendale,Robbery,2018,32770,48,150.7822
Bendale,Robbery,2019,32770,43,133.0281
Bendale,Robbery,2020,32770,22,67.13457
Bendale,Shootings,2015,32770,1,3.280732
Bendale,Shootings,2016,32770,5,16.17181
Bendale,Shootings,2017,32770,6,19.1296
Bendale,Shootings,2018,32770,2,6.282591
Bendale,Shootings,2019,32770,2,6.187353
Bendale,Shootings,2020,32770,9,27.464140000000004
Bendale,Theft Over,2014,32770,8,26.573659999999997
Bendale,Theft Over,2015,32770,10,32.807320000000004
Bendale,Theft Over,2016,32770,12,38.81234
Bendale,Theft Over,2017,32770,20,63.76534
Bendale,Theft Over,2018,32770,13,40.83684
Bendale,Theft Over,2019,32770,9,27.843090000000004
Bendale,Theft Over,2020,32770,7,21.361
Birchcliffe-Cliffside,Assault,2014,24182,139,611.1771
Birchcliffe-Cliffside,Assault,2015,24182,131,574.4102
Birchcliffe-Cliffside,Assault,2016,24182,198,864.2891
Birchcliffe-Cliffside,Assault,2017,24182,158,680.7997
Birchcliffe-Cliffside,Assault,2018,24182,199,844.5085
Birchcliffe-Cliffside,Assault,2019,24182,207,866.8705
Birchcliffe-Cliffside,Assault,2020,24182,142,587.2136
Birchcliffe-Cliffside,Auto Theft,2014,24182,12,52.76349
Birchcliffe-Cliffside,Auto Theft,2015,24182,17,74.54179
Birchcliffe-Cliffside,Auto Theft,2016,24182,15,65.47645
Birchcliffe-Cliffside,Auto Theft,2017,24182,12,51.706309999999995
Birchcliffe-Cliffside,Auto Theft,2018,24182,24,101.8503
Birchcliffe-Cliffside,Auto Theft,2019,24182,26,108.8823
Birchcliffe-Cliffside,Auto Theft,2020,24182,21,86.84145
Birchcliffe-Cliffside,Break and Enter,2014,24182,73,320.9779
Birchcliffe-Cliffside,Break and Enter,2015,24182,81,355.1697
Birchcliffe-Cliffside,Break and Enter,2016,24182,76,331.7473
Birchcliffe-Cliffside,Break and Enter,2017,24182,83,357.6353
Birchcliffe-Cliffside,Break and Enter,2018,24182,70,297.0633
Birchcliffe-Cliffside,Break and Enter,2019,24182,57,238.7035
Birchcliffe-Cliffside,Break and Enter,2020,24182,46,190.2241
Birchcliffe-Cliffside,Homicide,2014,24182,0,0.0
Birchcliffe-Cliffside,Homicide,2015,24182,1,4.384811
Birchcliffe-Cliffside,Homicide,2016,24182,0,0.0
Birchcliffe-Cliffside,Homicide,2017,24182,1,4.308859
Birchcliffe-Cliffside,Homicide,2018,24182,1,0.0
Birchcliffe-Cliffside,Homicide,2019,24182,0,0.0
Birchcliffe-Cliffside,Homicide,2020,24182,0,0.0
Birchcliffe-Cliffside,Robbery,2014,24182,16,70.35132
Birchcliffe-Cliffside,Robbery,2016,24182,22,96.03213
Birchcliffe-Cliffside,Robbery,2017,24182,14,60.32403000000001
Birchcliffe-Cliffside,Robbery,2018,24182,21,89.119
Birchcliffe-Cliffside,Robbery,2019,24182,31,129.8212
Birchcliffe-Cliffside,Robbery,2020,24182,20,82.70615
Birchcliffe-Cliffside,Shootings,2015,24182,0,0.0
Birchcliffe-Cliffside,Shootings,2016,24182,0,0.0
Birchcliffe-Cliffside,Shootings,2017,24182,0,0.0
Birchcliffe-Cliffside,Shootings,2018,24182,1,4.243762
Birchcliffe-Cliffside,Shootings,2019,24182,2,8.37556
Birchcliffe-Cliffside,Shootings,2020,24182,0,0.0
Birchcliffe-Cliffside,Theft Over,2014,24182,3,13.19087
Birchcliffe-Cliffside,Theft Over,2015,24182,5,21.92406
Birchcliffe-Cliffside,Theft Over,2016,24182,6,26.190579999999997
Birchcliffe-Cliffside,Theft Over,2017,24182,5,21.54429
Birchcliffe-Cliffside,Theft Over,2018,24182,8,33.95009
Birchcliffe-Cliffside,Theft Over,2019,24182,7,29.314459999999997
Birchcliffe-Cliffside,Theft Over,2020,24182,5,20.67654
Black Creek,Assault,2014,23206,225,997.0753
Black Creek,Assault,2015,23206,228,1016.088
Black Creek,Assault,2016,23206,276,1231.483
Black Creek,Assault,2017,23206,240,1062.558
Black Creek,Assault,2018,23206,209,916.1443
Black Creek,Assault,2019,23206,219,952.0084
Black Creek,Assault,2020,23206,281,1210.894
Black Creek,Auto Theft,2014,23206,42,186.1207
Black Creek,Auto Theft,2015,23206,46,205.0002
Black Creek,Auto Theft,2016,23206,51,227.5567
Black Creek,Auto Theft,2017,23206,33,146.1017
Black Creek,Auto Theft,2018,23206,54,236.7071
Black Creek,Auto Theft,2019,23206,77,334.7244
Black Creek,Auto Theft,2020,23206,81,349.0477
Black Creek,Break and Enter,2014,23206,26,115.2176
Black Creek,Break and Enter,2015,23206,27,120.3262
Black Creek,Break and Enter,2016,23206,27,120.4712
Black Creek,Break and Enter,2017,23206,26,115.1105
Black Creek,Break and Enter,2018,23206,30,131.504
Black Creek,Break and Enter,2019,23206,38,165.1887
Black Creek,Break and Enter,2020,23206,26,112.04
Black Creek,Homicide,2014,23206,0,0.0
Black Creek,Homicide,2015,23206,0,0.0
Black Creek,Homicide,2016,23206,1,4.461894999999999
Black Creek,Homicide,2017,23206,0,0.0
Black Creek,Homicide,2018,23206,4,0.0
Black Creek,Homicide,2019,23206,0,0.0
Black Creek,Homicide,2020,23206,3,12.92769
Black Creek,Robbery,2014,23206,50,221.5723
Black Creek,Robbery,2016,23206,43,191.8615
Black Creek,Robbery,2017,23206,53,234.6483
Black Creek,Robbery,2018,23206,31,135.8874
Black Creek,Robbery,2019,23206,49,213.0064
Black Creek,Robbery,2020,23206,25,107.7308
Black Creek,Shootings,2015,23206,11,49.02179
Black Creek,Shootings,2016,23206,16,71.39033
Black Creek,Shootings,2017,23206,12,53.12791
Black Creek,Shootings,2018,23206,15,65.75198
Black Creek,Shootings,2019,23206,6,26.082420000000003
Black Creek,Shootings,2020,23206,18,77.56615
Black Creek,Theft Over,2014,23206,9,39.88301
Black Creek,Theft Over,2015,23206,4,17.82611
Black Creek,Theft Over,2016,23206,8,35.695159999999994
Black Creek,Theft Over,2017,23206,17,75.26453000000001
Black Creek,Theft Over,2018,23206,8,35.06773
Black Creek,Theft Over,2019,23206,9,39.12363
Black Creek,Theft Over,2020,23206,16,68.94769000000001
Blake-Jones,Assault,2014,8287,70,874.4535
Blake-Jones,Assault,2015,8287,64,801.5028
Blake-Jones,Assault,2016,8287,60,751.5972
Blake-Jones,Assault,2017,8287,58,720.2285
Blake-Jones,Assault,2018,8287,62,762.5139
Blake-Jones,Assault,2019,8287,66,803.4084
Blake-Jones,Assault,2020,8287,56,675.7572
Blake-Jones,Auto Theft,2014,8287,4,49.96877
Blake-Jones,Auto Theft,2015,8287,3,37.57045
Blake-Jones,Auto Theft,2016,8287,4,50.10648
Blake-Jones,Auto Theft,2017,8287,6,74.50639
Blake-Jones,Auto Theft,2018,8287,9,110.6875
Blake-Jones,Auto Theft,2019,8287,7,85.20998
Blake-Jones,Auto Theft,2020,8287,7,84.46965
Blake-Jones,Break and Enter,2014,8287,20,249.8438
Blake-Jones,Break and Enter,2015,8287,28,350.6575
Blake-Jones,Break and Enter,2016,8287,23,288.1122
Blake-Jones,Break and Enter,2017,8287,17,211.1015
Blake-Jones,Break and Enter,2018,8287,27,332.0625
Blake-Jones,Break and Enter,2019,8287,18,219.1114
Blake-Jones,Break and Enter,2020,8287,28,337.8786
Blake-Jones,Homicide,2014,8287,0,0.0
Blake-Jones,Homicide,2015,8287,0,0.0
Blake-Jones,Homicide,2016,8287,1,12.52662
Blake-Jones,Homicide,2017,8287,0,0.0
Blake-Jones,Homicide,2018,8287,2,0.0
Blake-Jones,Homicide,2019,8287,0,0.0
Blake-Jones,Homicide,2020,8287,0,0.0
Blake-Jones,Robbery,2014,8287,10,124.9219
Blake-Jones,Robbery,2016,8287,10,125.2662
Blake-Jones,Robbery,2017,8287,14,173.8483
Blake-Jones,Robbery,2018,8287,14,172.1805
Blake-Jones,Robbery,2019,8287,9,109.5557
Blake-Jones,Robbery,2020,8287,4,48.26837
Blake-Jones,Shootings,2015,8287,1,12.52348
Blake-Jones,Shootings,2016,8287,4,50.10648
Blake-Jones,Shootings,2017,8287,1,12.41773
Blake-Jones,Shootings,2018,8287,2,24.59722
Blake-Jones,Shootings,2019,8287,2,24.34571
Blake-Jones,Shootings,2020,8287,2,24.13419
Blake-Jones,Theft Over,2014,8287,1,12.49219
Blake-Jones,Theft Over,2015,8287,1,12.52348
Blake-Jones,Theft Over,2016,8287,0,0.0
Blake-Jones,Theft Over,2017,8287,2,24.83546
Blake-Jones,Theft Over,2018,8287,1,12.29861
Blake-Jones,Theft Over,2019,8287,4,48.69142
Blake-Jones,Theft Over,2020,8287,5,60.33546
Briar Hill-Belgravia,Assault,2014,15448,79,535.7021
Briar Hill-Belgravia,Assault,2015,15448,91,618.2065
Briar Hill-Belgravia,Assault,2016,15448,80,543.3675
Briar Hill-Belgravia,Assault,2017,15448,75,503.3895
Briar Hill-Belgravia,Assault,2018,15448,91,603.0883
Briar Hill-Belgravia,Assault,2019,15448,81,530.2783
Briar Hill-Belgravia,Assault,2020,15448,86,556.7064
Briar Hill-Belgravia,Auto Theft,2014,15448,17,115.2777
Briar Hill-Belgravia,Auto Theft,2015,15448,15,101.9022
Briar Hill-Belgravia,Auto Theft,2016,15448,19,129.0498
Briar Hill-Belgravia,Auto Theft,2017,15448,14,93.96604
Briar Hill-Belgravia,Auto Theft,2018,15448,38,251.8391
Briar Hill-Belgravia,Auto Theft,2019,15448,21,137.4795
Briar Hill-Belgravia,Auto Theft,2020,15448,37,239.5132
Briar Hill-Belgravia,Break and Enter,2014,15448,43,291.5847
Briar Hill-Belgravia,Break and Enter,2015,15448,29,197.0109
Briar Hill-Belgravia,Break and Enter,2016,15448,31,210.5549
Briar Hill-Belgravia,Break and Enter,2017,15448,31,208.0677
Briar Hill-Belgravia,Break and Enter,2018,15448,33,218.7024
Briar Hill-Belgravia,Break and Enter,2019,15448,49,320.7856
Briar Hill-Belgravia,Break and Enter,2020,15448,46,297.7732
Briar Hill-Belgravia,Homicide,2014,15448,1,6.78104021156845
Briar Hill-Belgravia,Homicide,2015,15448,0,0.0
Briar Hill-Belgravia,Homicide,2016,15448,0,0.0
Briar Hill-Belgravia,Homicide,2017,15448,1,6.711860000000001
Briar Hill-Belgravia,Homicide,2018,15448,0,0.0
Briar Hill-Belgravia,Homicide,2019,15448,0,0.0
Briar Hill-Belgravia,Homicide,2020,15448,0,0.0
Briar Hill-Belgravia,Robbery,2014,15448,24,162.745
Briar Hill-Belgravia,Robbery,2016,15448,27,183.3865
Briar Hill-Belgravia,Robbery,2017,15448,23,154.3728
Briar Hill-Belgravia,Robbery,2018,15448,25,165.6836
Briar Hill-Belgravia,Robbery,2019,15448,30,196.3993
Briar Hill-Belgravia,Robbery,2020,15448,10,64.7333
Briar Hill-Belgravia,Shootings,2015,15448,0,0.0
Briar Hill-Belgravia,Shootings,2016,15448,1,6.7920940000000005
Briar Hill-Belgravia,Shootings,2017,15448,5,33.5593
Briar Hill-Belgravia,Shootings,2018,15448,2,13.25469
Briar Hill-Belgravia,Shootings,2019,15448,2,13.09329
Briar Hill-Belgravia,Shootings,2020,15448,1,6.473330000000001
Briar Hill-Belgravia,Theft Over,2014,15448,9,61.02936
Briar Hill-Belgravia,Theft Over,2015,15448,3,20.38043
Briar Hill-Belgravia,Theft Over,2016,15448,4,27.16838
Briar Hill-Belgravia,Theft Over,2017,15448,4,26.84744
Briar Hill-Belgravia,Theft Over,2018,15448,4,26.50938
Briar Hill-Belgravia,Theft Over,2019,15448,6,39.27987
Briar Hill-Belgravia,Theft Over,2020,15448,8,51.786640000000006
Bridle Path-Sunnybrook-York Mills,Assault,2014,10942,17,183.2884
Bridle Path-Sunnybrook-York Mills,Assault,2015,10942,29,309.1025
Bridle Path-Sunnybrook-York Mills,Assault,2016,10942,18,189.4737
Bridle Path-Sunnybrook-York Mills,Assault,2017,10942,26,263.9326
Bridle Path-Sunnybrook-York Mills,Assault,2018,10942,32,313.1728
Bridle Path-Sunnybrook-York Mills,Assault,2019,10942,43,406.5041
Bridle Path-Sunnybrook-York Mills,Assault,2020,10942,45,411.2594
Bridle Path-Sunnybrook-York Mills,Auto Theft,2014,10942,4,43.12669
Bridle Path-Sunnybrook-York Mills,Auto Theft,2015,10942,11,117.2458
Bridle Path-Sunnybrook-York Mills,Auto Theft,2016,10942,11,115.7895
Bridle Path-Sunnybrook-York Mills,Auto Theft,2017,10942,4,40.60501
Bridle Path-Sunnybrook-York Mills,Auto Theft,2018,10942,9,88.07986
Bridle Path-Sunnybrook-York Mills,Auto Theft,2019,10942,11,103.9894
Bridle Path-Sunnybrook-York Mills,Auto Theft,2020,10942,16,146.2256
Bridle Path-Sunnybrook-York Mills,Break and Enter,2014,10942,36,388.1402
Bridle Path-Sunnybrook-York Mills,Break and Enter,2015,10942,36,383.7135
Bridle Path-Sunnybrook-York Mills,Break and Enter,2016,10942,50,526.3158
Bridle Path-Sunnybrook-York Mills,Break and Enter,2017,10942,68,690.2853
Bridle Path-Sunnybrook-York Mills,Break and Enter,2018,10942,53,518.6925
Bridle Path-Sunnybrook-York Mills,Break and Enter,2019,10942,53,501.0399
Bridle Path-Sunnybrook-York Mills,Break and Enter,2020,10942,30,274.1729
Bridle Path-Sunnybrook-York Mills,Homicide,2014,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Homicide,2015,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Homicide,2016,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Homicide,2017,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Homicide,2018,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Homicide,2019,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Homicide,2020,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Robbery,2014,10942,1,10.78167
Bridle Path-Sunnybrook-York Mills,Robbery,2016,10942,2,21.052629999999997
Bridle Path-Sunnybrook-York Mills,Robbery,2017,10942,1,10.15125
Bridle Path-Sunnybrook-York Mills,Robbery,2018,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Robbery,2019,10942,13,122.8966
Bridle Path-Sunnybrook-York Mills,Robbery,2020,10942,8,73.11278
Bridle Path-Sunnybrook-York Mills,Shootings,2015,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Shootings,2016,10942,0,0.0
Bridle Path-Sunnybrook-York Mills,Shootings,2017,10942,1,10.15125
Bridle Path-Sunnybrook-York Mills,Shootings,2018,10942,2,19.5733
Bridle Path-Sunnybrook-York Mills,Shootings,2019,10942,3,28.36075
Bridle Path-Sunnybrook-York Mills,Shootings,2020,10942,3,27.41729
Bridle Path-Sunnybrook-York Mills,Theft Over,2014,10942,8,86.25336999999999
Bridle Path-Sunnybrook-York Mills,Theft Over,2015,10942,2,21.31742
Bridle Path-Sunnybrook-York Mills,Theft Over,2016,10942,5,52.63158000000001
Bridle Path-Sunnybrook-York Mills,Theft Over,2017,10942,5,50.75627
Bridle Path-Sunnybrook-York Mills,Theft Over,2018,10942,4,39.1466
Bridle Path-Sunnybrook-York Mills,Theft Over,2019,10942,3,28.36075
Bridle Path-Sunnybrook-York Mills,Theft Over,2020,10942,6,54.83458
Broadview North,Assault,2014,12372,50,419.5687
Broadview North,Assault,2015,12372,58,488.1744
Broadview North,Assault,2016,12372,46,387.0425
Broadview North,Assault,2017,12372,56,466.9001
Broadview North,Assault,2018,12372,59,486.6381
Broadview North,Assault,2019,12372,69,563.0355
Broadview North,Assault,2020,12372,62,501.1316
Broadview North,Auto Theft,2014,12372,2,16.78275
Broadview North,Auto Theft,2015,12372,5,42.084
Broadview North,Auto Theft,2016,12372,7,58.897769999999994
Broadview North,Auto Theft,2017,12372,6,50.025009999999995
Broadview North,Auto Theft,2018,12372,6,49.48862
Broadview North,Auto Theft,2019,12372,3,24.4798
Broadview North,Auto Theft,2020,12372,7,56.57937
Broadview North,Break and Enter,2014,12372,14,117.4792
Broadview North,Break and Enter,2015,12372,21,176.7528
Broadview North,Break and Enter,2016,12372,16,134.6235
Broadview North,Break and Enter,2017,12372,24,200.1001
Broadview North,Break and Enter,2018,12372,8,65.98483
Broadview North,Break and Enter,2019,12372,25,203.9984
Broadview North,Break and Enter,2020,12372,25,202.0692
Broadview North,Homicide,2014,12372,0,0.0
Broadview North,Homicide,2015,12372,0,0.0
Broadview North,Homicide,2016,12372,0,0.0
Broadview North,Homicide,2017,12372,1,8.337502
Broadview North,Homicide,2018,12372,1,0.0
Broadview North,Homicide,2019,12372,0,0.0
Broadview North,Homicide,2020,12372,0,0.0
Broadview North,Robbery,2014,12372,11,92.30511
Broadview North,Robbery,2016,12372,11,92.55364
Broadview North,Robbery,2017,12372,5,41.68751
Broadview North,Robbery,2018,12372,7,57.73672
Broadview North,Robbery,2019,12372,5,40.79967
Broadview North,Robbery,2020,12372,3,24.2483
Broadview North,Shootings,2015,12372,0,0.0
Broadview North,Shootings,2016,12372,1,8.413967
Broadview North,Shootings,2017,12372,1,8.337502
Broadview North,Shootings,2018,12372,1,8.248103
Broadview North,Shootings,2019,12372,0,0.0
Broadview North,Shootings,2020,12372,0,0.0
Broadview North,Theft Over,2014,12372,0,0.0
Broadview North,Theft Over,2015,12372,2,16.8336
Broadview North,Theft Over,2016,12372,2,16.82793
Broadview North,Theft Over,2017,12372,0,0.0
Broadview North,Theft Over,2018,12372,1,8.248103
Broadview North,Theft Over,2019,12372,1,8.159935
Broadview North,Theft Over,2020,12372,6,48.4966
Brookhaven-Amesbury,Assault,2014,18892,81,441.4409
Brookhaven-Amesbury,Assault,2015,18892,97,530.0836
Brookhaven-Amesbury,Assault,2016,18892,108,589.2623
Brookhaven-Amesbury,Assault,2017,18892,114,617.9532
Brookhaven-Amesbury,Assault,2018,18892,98,526.6835
Brookhaven-Amesbury,Assault,2019,18892,100,533.4471
Brookhaven-Amesbury,Assault,2020,18892,88,465.8056
Brookhaven-Amesbury,Auto Theft,2014,18892,38,207.0957
Brookhaven-Amesbury,Auto Theft,2015,18892,41,224.056
Brookhaven-Amesbury,Auto Theft,2016,18892,30,163.684
Brookhaven-Amesbury,Auto Theft,2017,18892,22,119.2541
Brookhaven-Amesbury,Auto Theft,2018,18892,48,257.9674
Brookhaven-Amesbury,Auto Theft,2019,18892,36,192.041
Brookhaven-Amesbury,Auto Theft,2020,18892,54,285.8353
Brookhaven-Amesbury,Break and Enter,2014,18892,23,125.3474
Brookhaven-Amesbury,Break and Enter,2015,18892,44,240.4503
Brookhaven-Amesbury,Break and Enter,2016,18892,31,169.1401
Brookhaven-Amesbury,Break and Enter,2017,18892,32,173.4605
Brookhaven-Amesbury,Break and Enter,2018,18892,33,177.3526
Brookhaven-Amesbury,Break and Enter,2019,18892,50,266.7236
Brookhaven-Amesbury,Break and Enter,2020,18892,33,174.6771
Brookhaven-Amesbury,Homicide,2014,18892,0,0.0
Brookhaven-Amesbury,Homicide,2015,18892,0,0.0
Brookhaven-Amesbury,Homicide,2016,18892,0,0.0
Brookhaven-Amesbury,Homicide,2017,18892,0,0.0
Brookhaven-Amesbury,Homicide,2018,18892,0,0.0
Brookhaven-Amesbury,Homicide,2019,18892,0,0.0
Brookhaven-Amesbury,Homicide,2020,18892,0,0.0
Brookhaven-Amesbury,Robbery,2014,18892,30,163.4966
Brookhaven-Amesbury,Robbery,2016,18892,29,158.2278
Brookhaven-Amesbury,Robbery,2017,18892,19,102.9922
Brookhaven-Amesbury,Robbery,2018,18892,20,107.4864
Brookhaven-Amesbury,Robbery,2019,18892,19,101.355
Brookhaven-Amesbury,Robbery,2020,18892,16,84.69193
Brookhaven-Amesbury,Shootings,2015,18892,2,10.92956
Brookhaven-Amesbury,Shootings,2016,18892,3,16.3684
Brookhaven-Amesbury,Shootings,2017,18892,7,37.94449
Brookhaven-Amesbury,Shootings,2018,18892,3,16.12296
Brookhaven-Amesbury,Shootings,2019,18892,7,37.3413
